NaN,NaN,NaN,NaN,-83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,NaN,-83,-93,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,NaN,-83,-96,NaN,-91,NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,NaN,NaN,-96,NaN,-91,NaN,NaN,NaN,NaN,1
NaN,NaN,-84,-91,-86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
-87,-86,-84,-85,-82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
-87,-85,-84,-85,-82,NaN,NaN,-92,NaN,NaN,NaN,NaN,1
NaN,-85,-84,-84,NaN,NaN,NaN,-92,NaN,NaN,NaN,NaN,1
NaN,-85,-84,-84,-87,-92,NaN,-92,NaN,NaN,NaN,NaN,1
NaN,-85,-84,-84,-87,-92,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,-86,-84,-84,-86,NaN,NaN,-93,NaN,NaN,NaN,NaN,1
-86,-87,-84,-84,-84,NaN,NaN,-93,NaN,NaN,NaN,NaN,1
-86,-87,-84,-84,-83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,-87,NaN,NaN,-83,NaN,NaN,-92,NaN,NaN,NaN,NaN,1
-86,-87,NaN,-84,-83,NaN,NaN,-92,NaN,NaN,NaN,NaN,1
-86,NaN,NaN,-84,-83,NaN,NaN,-92,NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,-84,-84,NaN,NaN,-92,NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,-91,-83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,-84,-83,NaN,NaN,-90,NaN,NaN,NaN,NaN,1
NaN,NaN,-84,-85,-84,NaN,NaN,-90,NaN,NaN,NaN,NaN,1
NaN,NaN,-85,-84,-84,NaN,NaN,-92,NaN,NaN,NaN,NaN,1
NaN,NaN,-83,-84,NaN,NaN,NaN,-92,NaN,NaN,NaN,NaN,1
NaN,NaN,-84,-84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,NaN,-84,-83,-82,-93,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,-88,-84,-85,-82,-92,NaN,-92,NaN,NaN,NaN,NaN,1
NaN,-86,-83,-84,NaN,-92,NaN,-92,NaN,NaN,NaN,NaN,1
NaN,NaN,-83,NaN,-83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,NaN,-83,-84,-84,NaN,NaN,-92,NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,-84,-85,NaN,NaN,-92,NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,NaN,-85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,-84,-85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,-84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,-93,NaN,NaN,NaN,-92,NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,-93,NaN,NaN,NaN,-92,NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,NaN,-85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,-84,-85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,-84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,NaN,-86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,-86,NaN,NaN,-84,NaN,NaN,-94,NaN,NaN,NaN,NaN,1
NaN,-85,NaN,NaN,-86,NaN,NaN,-93,-96,NaN,NaN,NaN,1
NaN,-85,NaN,NaN,-83,NaN,NaN,-93,-96,NaN,NaN,NaN,1
NaN,-85,-84,-84,-83,NaN,NaN,-92,NaN,NaN,NaN,NaN,1
NaN,-85,-84,-84,NaN,NaN,NaN,-92,NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,-92,-84,NaN,NaN,-92,NaN,NaN,NaN,-96,1
NaN,NaN,-83,-92,-84,NaN,NaN,-92,NaN,NaN,NaN,-96,1
NaN,NaN,-83,-84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,-84,-84,-87,-87,NaN,NaN,-93,NaN,NaN,NaN,NaN,1
NaN,-84,-83,-84,-87,NaN,NaN,-93,NaN,NaN,NaN,NaN,1
-86,NaN,-83,-84,-85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
-86,NaN,NaN,NaN,-85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
-87,-86,NaN,-84,-83,NaN,NaN,-92,-97,NaN,NaN,NaN,1
-87,-86,NaN,-84,-83,NaN,NaN,-92,-97,NaN,NaN,NaN,1
NaN,NaN,NaN,NaN,NaN,NaN,NaN,-92,NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,NaN,NaN,NaN,NaN,-90,NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,-91,NaN,NaN,NaN,-90,NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,-91,-84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,-84,-84,NaN,-85,NaN,NaN,-92,NaN,NaN,NaN,NaN,1
NaN,-84,-84,-86,-82,NaN,NaN,-92,NaN,NaN,NaN,NaN,1
-86,NaN,-84,-90,-87,NaN,NaN,-93,NaN,NaN,NaN,NaN,1
-86,-86,-86,-84,-84,NaN,NaN,-92,NaN,NaN,NaN,NaN,1
-85,-86,-83,-84,-85,NaN,NaN,-94,NaN,NaN,NaN,NaN,1
-85,NaN,-83,-84,-85,NaN,NaN,-92,NaN,NaN,NaN,NaN,1
NaN,NaN,-83,-85,-85,NaN,NaN,-92,NaN,NaN,NaN,NaN,1
NaN,NaN,-83,-85,-85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
-85,NaN,NaN,NaN,-84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
-85,-84,NaN,NaN,-82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,NaN,-82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,-84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,-85,NaN,-88,-87,NaN,NaN,-92,NaN,NaN,NaN,NaN,1
NaN,-85,-85,-88,-84,NaN,NaN,-92,NaN,NaN,NaN,NaN,1
-85,-85,-84,-88,-83,NaN,-95,NaN,NaN,NaN,NaN,NaN,1
-85,-85,-84,-84,-83,-92,-95,-92,NaN,NaN,NaN,NaN,1
NaN,-84,-84,-84,-87,-92,NaN,-93,NaN,NaN,NaN,NaN,1
NaN,-84,-84,-85,-83,NaN,NaN,-93,NaN,NaN,NaN,NaN,1
NaN,NaN,-84,-84,-84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
-91,NaN,-85,-84,-84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
-91,-86,-85,-84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,-86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,-83,NaN,NaN,NaN,-91,NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,-85,NaN,NaN,NaN,-90,NaN,NaN,NaN,NaN,1
NaN,-86,-85,-83,NaN,-93,NaN,-90,NaN,NaN,NaN,NaN,1
NaN,-86,-85,-84,-83,-93,NaN,-90,NaN,NaN,NaN,NaN,1
-85,NaN,-84,-84,-87,-93,NaN,NaN,NaN,NaN,NaN,NaN,1
-85,NaN,-84,NaN,-84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,-84,NaN,NaN,-84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,-84,NaN,NaN,-84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
-86,-88,-84,-92,-84,-92,NaN,-91,NaN,NaN,NaN,NaN,1
-86,-88,-84,-83,-84,-92,NaN,-92,NaN,NaN,NaN,NaN,1
NaN,NaN,-84,-84,-85,NaN,NaN,-91,NaN,NaN,NaN,NaN,1
NaN,NaN,-84,-84,-83,NaN,NaN,-91,NaN,NaN,NaN,NaN,1
NaN,NaN,-84,-85,-83,NaN,NaN,-91,NaN,NaN,NaN,NaN,1
NaN,-86,NaN,-85,-83,NaN,NaN,-92,NaN,NaN,NaN,NaN,1
NaN,-84,-83,NaN,-83,NaN,NaN,-91,NaN,NaN,NaN,NaN,1
NaN,-84,-83,-84,-83,NaN,NaN,-91,NaN,NaN,NaN,NaN,1
NaN,-86,NaN,-84,NaN,NaN,NaN,-92,NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,NaN,-84,-94,NaN,-92,NaN,NaN,NaN,NaN,1
NaN,-86,NaN,NaN,-84,-94,NaN,-92,NaN,NaN,NaN,NaN,1
NaN,-86,NaN,-84,-84,-94,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,-84,-84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,NaN,-83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
-87,-86,-84,-84,-83,-94,NaN,NaN,NaN,NaN,NaN,NaN,1
-86,-85,-83,-84,NaN,-94,NaN,-94,NaN,NaN,NaN,NaN,1
-86,-85,-84,-83,-84,NaN,NaN,-91,NaN,NaN,NaN,NaN,1
-87,NaN,-85,-88,-85,NaN,-99,-94,NaN,NaN,NaN,NaN,1
-87,NaN,-85,-88,-85,NaN,-99,-94,NaN,NaN,NaN,NaN,1
NaN,NaN,-84,-86,-84,NaN,NaN,-93,NaN,NaN,NaN,NaN,1
-87,-85,-82,-85,-84,NaN,NaN,-93,NaN,NaN,NaN,NaN,1
-87,-85,-83,-85,-84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,-85,-83,-84,-84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,-84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,-84,NaN,-84,-85,NaN,-97,-95,NaN,NaN,NaN,NaN,1
-92,-84,NaN,NaN,-83,NaN,-97,-92,NaN,NaN,NaN,-95,1
-92,NaN,NaN,NaN,-83,NaN,NaN,-92,NaN,NaN,NaN,-95,1
NaN,NaN,-83,NaN,NaN,-94,NaN,NaN,NaN,NaN,NaN,NaN,1
-87,-86,-83,-92,NaN,-94,NaN,NaN,NaN,NaN,NaN,NaN,1
-87,-86,NaN,-92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
-85,NaN,NaN,NaN,-84,-96,NaN,-91,NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,NaN,-84,-96,NaN,-91,NaN,NaN,NaN,NaN,1
NaN,-86,NaN,NaN,-84,NaN,NaN,-93,NaN,NaN,NaN,NaN,1
NaN,-86,NaN,NaN,-84,NaN,NaN,-93,NaN,NaN,NaN,-98,1
-87,NaN,-85,-92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-98,1
-87,-87,-84,-83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,-84,-84,-92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,-84,-84,-83,NaN,-94,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,NaN,-84,-93,NaN,-94,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,NaN,-83,-93,-83,-94,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,NaN,-83,NaN,-83,-94,NaN,-91,NaN,NaN,NaN,NaN,1
NaN,NaN,-84,-86,-83,NaN,NaN,-92,NaN,NaN,NaN,NaN,1
NaN,NaN,-85,-86,-85,NaN,NaN,-92,NaN,NaN,NaN,NaN,1
NaN,NaN,-83,NaN,-83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,-85,-84,-84,-82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,-85,-83,-84,-82,NaN,NaN,NaN,NaN,NaN,NaN,-96,1
NaN,-85,-83,-91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-96,1
NaN,-86,NaN,-91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,-86,NaN,-84,-83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,-86,-84,-85,-85,NaN,NaN,-94,NaN,NaN,NaN,NaN,1
NaN,-86,-84,-85,-82,NaN,NaN,-94,NaN,NaN,NaN,NaN,1
NaN,NaN,-83,-85,-83,NaN,NaN,-96,NaN,NaN,NaN,NaN,1
NaN,NaN,-83,-84,-83,NaN,NaN,-90,NaN,NaN,NaN,NaN,1
NaN,-83,-83,-84,-87,NaN,NaN,-93,NaN,NaN,NaN,NaN,1
NaN,-83,-83,NaN,-87,NaN,NaN,-93,NaN,NaN,NaN,NaN,1
NaN,-86,NaN,NaN,NaN,-97,NaN,NaN,NaN,NaN,NaN,NaN,1
-87,-86,NaN,-84,NaN,-97,NaN,-90,NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,-84,NaN,NaN,NaN,-90,NaN,NaN,NaN,NaN,1
NaN,-86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
-86,-84,NaN,-90,NaN,NaN,NaN,-92,NaN,NaN,NaN,NaN,1
-86,-84,NaN,-83,NaN,-92,NaN,-90,NaN,NaN,NaN,NaN,1
NaN,NaN,-85,-84,-82,-94,NaN,-90,NaN,NaN,NaN,NaN,1
NaN,NaN,-83,-84,-83,-94,NaN,-92,NaN,NaN,NaN,NaN,1
NaN,NaN,-83,NaN,-83,NaN,NaN,-92,NaN,NaN,NaN,NaN,1
NaN,NaN,-83,NaN,NaN,NaN,NaN,-93,NaN,NaN,NaN,NaN,1
NaN,NaN,-83,NaN,NaN,NaN,NaN,-91,NaN,NaN,NaN,NaN,1
NaN,NaN,-83,NaN,NaN,NaN,NaN,-90,NaN,NaN,NaN,NaN,1
NaN,NaN,-83,NaN,NaN,-94,NaN,-92,NaN,NaN,NaN,NaN,1
NaN,NaN,-83,NaN,NaN,-95,NaN,-92,NaN,NaN,NaN,NaN,1
NaN,NaN,-83,NaN,-88,-94,NaN,-92,NaN,NaN,NaN,NaN,1
NaN,NaN,-84,NaN,-83,-94,NaN,NaN,NaN,NaN,NaN,-96,1
NaN,-86,-84,-93,-83,-93,NaN,NaN,NaN,NaN,NaN,-96,1
-86,-87,-83,-84,-83,-93,NaN,NaN,NaN,NaN,NaN,NaN,1
-86,-85,-83,-84,-84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,-85,NaN,-84,-83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,-84,-83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,NaN,-83,-93,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,NaN,-83,-93,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,-84,NaN,-84,-83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
-85,-85,-85,-85,-83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
-85,-85,-85,-84,-83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,-87,-84,-84,-88,NaN,NaN,-92,NaN,NaN,NaN,NaN,1
NaN,-87,-84,NaN,-88,NaN,NaN,-91,NaN,NaN,NaN,NaN,1
NaN,NaN,-84,NaN,NaN,NaN,NaN,-91,NaN,NaN,NaN,NaN,1
NaN,NaN,-84,-85,-82,NaN,NaN,-91,NaN,NaN,NaN,NaN,1
NaN,NaN,-84,-85,-83,NaN,NaN,-92,NaN,NaN,NaN,NaN,1
NaN,-86,-84,-83,-83,NaN,NaN,-92,NaN,NaN,NaN,-96,1
-85,-86,-84,-86,-82,NaN,NaN,NaN,NaN,NaN,NaN,-96,1
-85,NaN,-83,-86,-82,-94,NaN,NaN,NaN,NaN,NaN,NaN,1
-86,NaN,-83,NaN,-83,-94,NaN,NaN,NaN,NaN,NaN,NaN,1
-86,NaN,-83,-84,-83,NaN,NaN,NaN,NaN,NaN,NaN,-96,1
NaN,NaN,NaN,-88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-96,1
NaN,NaN,NaN,-92,NaN,NaN,NaN,-93,NaN,NaN,NaN,NaN,1
NaN,-83,-84,-88,NaN,NaN,NaN,-92,NaN,NaN,NaN,NaN,1
NaN,-83,-84,-88,-83,NaN,NaN,-92,NaN,NaN,NaN,NaN,1
-85,NaN,NaN,NaN,-83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
-85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,-84,-84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,-84,-84,NaN,-83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
-85,NaN,NaN,-84,-82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
-85,NaN,NaN,-84,-82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,-85,-84,-84,-83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,-85,-84,-84,-87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,-88,NaN,-83,-87,NaN,NaN,-92,NaN,NaN,NaN,NaN,1
NaN,-88,NaN,-83,-83,NaN,NaN,-92,NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,NaN,-83,NaN,NaN,-92,NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,-84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
-85,NaN,NaN,-90,NaN,NaN,NaN,-91,NaN,NaN,NaN,NaN,1
-85,-85,NaN,-85,-83,NaN,NaN,-91,NaN,NaN,NaN,NaN,1
NaN,-85,NaN,-84,-83,NaN,NaN,-91,NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,-84,-83,NaN,NaN,-91,NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,NaN,-82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,NaN,NaN,NaN,-82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,NaN,-82,NaN,NaN,-93,NaN,-91,NaN,NaN,NaN,NaN,1
NaN,NaN,-82,-82,-84,-93,NaN,-91,NaN,NaN,NaN,NaN,1
NaN,-85,-84,-86,-84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
-85,-85,-83,-85,-84,NaN,NaN,-93,NaN,NaN,NaN,NaN,1
NaN,-84,-83,-85,-84,-92,NaN,-93,NaN,NaN,NaN,NaN,1
NaN,-84,-84,NaN,-84,-92,NaN,NaN,NaN,NaN,NaN,NaN,1
-84,-85,-84,NaN,-84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
-84,-85,-84,NaN,NaN,NaN,NaN,-90,NaN,NaN,NaN,NaN,1
NaN,-85,-84,-92,NaN,NaN,NaN,-90,NaN,NaN,NaN,-97,1
NaN,-85,NaN,-84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-97,1
